No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
51277);24566.666;0;0382;8;40;FE;0F;00;00;00;00;04
51278);24566.852;0;02B0;5;2B;00;00;07;68;-1;-1;-1
51279);24567.092;0;0165;8;C0;87;80;00;00;00;08;CF
51280);24567.334;0;04F2;8;80;00;C0;30;00;00;00;D0
51281);24567.570;0;0545;8;D8;13;00;8A;90;00;90;00
51282);24568.596;0;043F;8;07;47;60;FF;7D;00;00;00
51283);24568.840;0;0370;8;FF;20;E0;80;FF;00;00;0C
51284);24569.085;0;0440;8;FF;3E;00;00;FF;00;00;00
51285);24569.325;0;0153;8;00;80;10;FF;00;FF;30;BE
51286);24569.573;0;01F1;8;00;BD;00;00;00;00;00;00
51287);24569.803;0;0220;8;F3;0B;FA;1B;AC;01;09;10
51288);24574.209;0;04B0;8;00;00;00;40;00;40;00;80
51289);24574.457;0;0164;8;00;08;01;00;00;00;0A;03
51290);24574.691;0;0316;8;05;24;BA;09;24;13;00;7F
51291);24574.921;0;0329;8;D7;B3;80;8C;12;2C;00;10
51292);24575.155;0;0080;8;00;17;BA;09;24;13;24;46
51293);24575.393;0;0081;8;80;84;87;00;00;00;00;76
51294);24575.636;0;018F;8;00;34;24;00;00;3F;00;10
51295);24575.874;0;0260;8;05;24;00;30;00;8C;61;25
51296);24576.104;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
51297);24576.346;0;04F0;8;00;00;A6;00;00;0A;21;0F
51298);24576.578;0;0545;8;D8;13;00;8A;8F;00;8F;00
51299);24576.721;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
51300);24576.961;0;0165;8;C1;87;80;00;00;00;09;CF
51301);24577.147;0;02B0;5;2C;00;00;07;09;-1;-1;-1
51302);24578.629;0;043F;8;07;47;60;FF;7D;00;00;00
51303);24578.875;0;0370;8;FF;20;E0;80;FF;00;00;C0
51304);24579.119;0;0440;8;FF;4E;00;00;FF;00;00;00
51305);24579.357;0;0153;8;00;80;10;FF;00;FF;40;CE
51306);24579.591;0;0220;8;F0;13;00;2C;AC;11;09;10
51307);24582.736;0;02C0;8;3D;00;00;00;00;00;00;00
51308);24583.250;0;0120;4;00;00;00;00;-1;-1;-1;-1
51309);24583.528;0;0517;8;40;00;00;00;00;00;00;00
51310);24584.168;0;04B1;8;27;64;62;9E;00;00;00;8B
51311);24584.414;0;0164;8;00;08;01;00;00;00;0B;02
51312);24584.778;0;0350;8;05;28;C4;54;6A;00;00;D7
51313);24585.098;0;04F2;8;80;00;D0;30;00;00;00;D1
51314);24585.337;0;0260;8;05;24;00;30;00;8C;61;34
51315);24585.569;0;02A0;8;62;00;87;9D;C0;2E;36;0C
51316);24585.807;0;0080;8;00;17;C8;09;24;13;24;47
51317);24586.047;0;0081;8;80;84;87;00;00;00;00;67
51318);24586.289;0;018F;8;00;34;24;00;00;3F;00;10
51319);24586.522;0;0316;8;05;24;C8;09;24;13;00;7F
51320);24586.752;0;0329;8;D7;B3;80;8C;12;2C;00;10
51321);24586.990;0;0165;8;C1;A7;80;00;00;00;0A;EC
51322);24587.178;0;02B0;5;2C;00;00;07;3A;-1;-1;-1
51323);24587.424;0;0382;8;40;FE;0F;00;00;00;00;08
51324);24587.655;0;0545;8;D8;13;00;8A;8F;00;92;00
51325);24588.585;0;043F;8;07;47;60;FF;7D;00;00;00
51326);24588.825;0;0370;8;FF;20;E0;80;FF;00;00;84
51327);24589.069;0;0440;8;FF;9E;00;00;FF;00;00;00
51328);24589.309;0;0153;8;00;80;10;FF;00;FF;50;DE
51329);24589.557;0;01F1;8;00;BD;00;00;00;00;00;00
51330);24589.789;0;0220;8;EE;1B;FE;1B;A9;01;08;10
51331);24593.305;0;0510;8;00;00;00;00;00;10;00;00
51332);24594.205;0;04B0;8;00;40;00;40;00;40;00;80
51333);24594.452;0;0164;8;00;08;01;00;00;00;0C;05
51334);24594.848;0;0316;8;05;24;C8;09;24;13;00;7F
51335);24595.087;0;0260;8;05;24;00;30;00;8C;61;07
51336);24595.329;0;018F;8;00;34;24;00;00;3F;00;10
51337);24595.569;0;0080;8;00;17;C8;09;24;13;24;38
51338);24595.807;0;0081;8;80;84;87;00;00;00;00;58
51339);24596.040;0;02A0;8;02;00;87;9D;C0;2E;36;0C
51340);24596.270;0;0329;8;D7;B3;80;8C;12;2C;00;10
51341);24596.512;0;04F0;8;00;00;A8;00;00;0A;21;0F
51342);24596.744;0;0545;8;D8;13;00;89;90;00;93;00
51343);24596.982;0;0165;8;C0;97;80;00;00;00;0B;DC
51344);24597.168;0;02B0;5;2D;00;00;07;3B;-1;-1;-1
51345);24597.415;0;0587;8;00;00;00;00;00;00;00;06
51346);24598.593;0;043F;8;07;47;60;FF;7D;00;00;00
51347);24598.833;0;0370;8;FF;20;E0;80;FF;00;00;48
51348);24599.077;0;0440;8;FF;EE;00;00;FF;00;00;00
51349);24599.315;0;0153;8;00;80;10;FF;00;FF;60;EE
51350);24599.549;0;0220;8;EE;23;FA;1B;AC;01;05;10
51351);24604.167;0;04B1;8;27;64;62;9E;00;00;00;8B
51352);24604.415;0;0164;8;00;08;01;00;00;00;0D;04
51353);24604.759;0;0350;8;05;28;D4;54;6A;00;00;C7
51354);24604.993;0;0316;8;05;24;D4;09;24;13;00;7F
51355);24605.224;0;0329;8;D7;B3;80;8C;12;2C;00;10
51356);24605.460;0;0080;8;00;17;D4;09;24;13;24;59
51357);24605.702;0;0081;8;80;84;87;00;00;00;00;49
51358);24605.944;0;018F;8;00;34;24;00;00;3F;00;10
51359);24606.178;0;0260;8;05;24;00;30;00;8C;61;16
51360);24606.408;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
51361);24606.655;0;0382;8;40;FE;0F;00;00;00;00;0C
51362);24606.897;0;04F2;8;80;00;D0;30;00;00;00;D2
51363);24607.137;0;0165;8;BF;A7;80;00;00;00;0C;94
51364);24607.323;0;02B0;5;2D;00;00;07;4C;-1;-1;-1
51365);24607.557;0;0545;8;D8;13;00;8A;90;00;93;00
51366);24608.609;0;043F;8;07;47;60;FF;7D;00;00;00
51367);24608.854;0;0370;8;FF;20;E0;80;FF;00;00;0C
51368);24609.098;0;0440;8;FF;3E;00;00;FF;00;00;00
51369);24609.338;0;0153;8;00;80;10;FF;00;FF;70;FE
51370);24609.586;0;01F1;8;00;BD;00;00;00;00;00;00
51371);24609.818;0;0220;8;EE;2B;FD;1B;AC;01;02;10
51372);24610.062;0;059B;8;00;07;00;00;00;00;00;54
51373);24614.204;0;04B0;8;00;80;00;40;00;40;00;80
51374);24614.450;0;0164;8;00;08;01;00;00;00;0E;07
51375);24614.684;0;0316;8;05;24;D4;09;24;13;00;7F
51376);24614.922;0;0080;8;00;17;D4;09;24;13;24;4A
51377);24615.161;0;0081;8;80;84;87;00;00;00;00;3A
51378);24615.403;0;018F;8;00;34;24;00;00;3F;00;10
51379);24615.641;0;0260;8;05;24;00;30;00;8C;61;25
51380);24615.871;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
51381);24616.101;0;0329;8;D7;B3;80;8C;12;2C;00;10
51382);24616.341;0;04F0;8;00;00;AA;00;00;0A;21;0F
51383);24616.572;0;0545;8;D8;13;00;8C;8F;00;92;00
51384);24616.816;0;04F1;8;C0;18;00;00;00;00;00;00
51385);24617.054;0;0165;8;BF;A7;80;00;00;00;0D;95
51386);24617.238;0;02B0;5;2D;00;00;07;5D;-1;-1;-1
51387);24617.484;0;051A;8;00;05;00;00;00;00;00;00
51388);24617.639;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
51389);24617.883;0;0690;8;03;00;00;20;A0;00;39;00
51390);24618.575;0;043F;8;07;47;60;FF;7D;00;00;00
51391);24618.821;0;0370;8;FF;20;E0;80;FF;00;00;C0
51392);24619.065;0;0440;8;FF;4E;00;00;FF;00;00;00
51393);24619.307;0;0153;8;00;80;10;FF;00;FF;80;0E
51394);24619.539;0;0220;8;EE;33;06;0C;A9;21;00;10
51395);24624.165;0;04B1;8;27;64;62;9E;00;00;00;8B
51396);24624.411;0;0164;8;00;08;01;00;00;00;0F;06
51397);24624.765;0;0316;8;05;24;D4;09;24;13;00;7F
51398);24625.004;0;0260;8;05;24;00;30;00;8C;61;34
51399);24625.236;0;02A0;8;62;00;87;9D;C0;2E;36;0C
51400);24625.476;0;0080;8;00;17;D4;09;24;13;24;3B
51401);24625.716;0;0081;8;80;84;87;00;00;00;00;2B
51402);24625.958;0;018F;8;00;34;24;00;00;3F;00;10
51403);24626.195;0;0329;8;0F;B3;80;8C;12;2C;00;10
51404);24626.429;0;0350;8;05;28;E4;54;6A;00;00;F7
51405);24626.677;0;0382;8;40;FE;0F;00;00;00;00;00
51406);24626.919;0;04F2;8;80;00;D0;30;00;00;00;D3
51407);24627.157;0;0165;8;C0;97;80;00;00;00;0E;D9
51408);24627.342;0;02B0;5;2B;00;00;07;0E;-1;-1;-1
51409);24627.572;0;0545;8;D8;13;00;8C;8F;00;92;00
51410);24628.586;0;043F;8;07;47;60;FF;7D;00;00;00
51411);24628.826;0;0370;8;FF;20;E0;80;FF;00;00;84
51412);24629.070;0;0440;8;FF;9E;00;00;FF;00;00;00
51413);24629.308;0;0153;8;00;80;10;FF;00;FF;90;1E
51414);24629.556;0;01F1;8;00;BD;00;00;00;00;00;00
51415);24629.782;0;0220;8;EF;3B;0B;3C;A9;11;FF;0F
51416);24633.298;0;0110;8;D0;3C;40;09;00;00;00;00
51417);24634.203;0;04B0;8;00;C0;00;40;00;40;00;80
51418);24634.451;0;0164;8;00;08;01;00;00;00;00;09
51419);24634.871;0;0316;8;05;24;C0;09;24;13;00;7F
51420);24635.109;0;0260;8;05;24;00;30;00;8C;61;07
51421);24635.351;0;018F;8;00;34;24;00;00;3F;00;10
51422);24635.593;0;0080;8;00;17;C0;09;24;13;24;7C
51423);24635.835;0;0081;8;80;84;87;00;00;00;00;1C
51424);24636.068;0;02A0;8;02;00;87;9D;C0;2E;36;0C
51425);24636.304;0;0329;8;0F;B3;80;8C;12;2C;00;10
51426);24636.544;0;04F0;8;00;00;AC;00;00;0A;21;0F
51427);24636.776;0;0545;8;D8;13;00;8C;90;00;93;00
51428);24637.016;0;0165;8;C0;97;80;00;00;00;0F;D8
51429);24637.203;0;02B0;5;2B;00;00;07;1F;-1;-1;-1
51430);24638.611;0;043F;8;07;47;60;FF;7D;00;00;00
51431);24638.851;0;0370;8;FF;20;E0;80;FF;00;00;48
51432);24639.095;0;0440;8;FF;EE;00;00;FF;00;00;00
51433);24639.333;0;0153;8;00;80;10;FF;00;FF;A0;2E
51434);24639.571;0;0220;8;F2;03;02;24;AC;11;00;10
51435);24640.135;0;00A0;8;55;7F;C8;09;00;22;00;02
51436);24640.375;0;00A1;8;80;8C;80;80;2C;00;00;00
51437);24643.212;0;0050;4;00;83;00;00;-1;-1;-1;-1
51438);24644.166;0;04B1;8;27;64;62;9E;00;00;00;8B
51439);24644.414;0;0164;8;00;08;01;00;00;00;01;08
51440);24644.746;0;0350;8;05;28;F4;54;6A;00;00;E7
51441);24644.982;0;0316;8;05;24;C0;09;24;13;00;7F
51442);24645.222;0;04F2;8;80;00;D0;30;00;00;00;D4
51443);24645.464;0;018F;8;00;34;24;00;00;3F;00;10
51444);24645.705;0;0080;8;00;17;C0;09;24;13;24;6D
51445);24645.945;0;0081;8;80;84;87;00;00;00;00;0D
51446);24646.179;0;0260;8;05;24;00;30;00;8C;61;16
51447);24646.409;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
51448);24646.645;0;0329;8;0F;B3;80;8C;12;2C;00;10
51449);24646.884;0;0165;8;C0;97;80;00;00;00;00;D7
51450);24647.074;0;02B0;5;2D;00;00;07;80;-1;-1;-1
51451);24647.320;0;0382;8;40;FE;0F;00;00;00;00;04
51452);24647.552;0;0545;8;D8;12;00;8A;90;00;93;00
51453);24648.640;0;043F;8;07;47;60;FF;7D;00;00;00
51454);24648.884;0;0370;8;FF;20;E0;80;FF;00;00;0C
51455);24649.128;0;0440;8;FF;3E;00;00;FF;00;00;00
51456);24649.370;0;0153;8;00;80;10;FF;00;FF;B0;3E
51457);24649.619;0;01F1;8;00;BD;00;00;00;00;00;00
51458);24649.853;0;0220;8;F3;0B;F7;03;AC;01;03;10
51459);24653.283;0;0018;8;20;00;01;60;01;00;20;00
51460);24654.205;0;04B0;8;00;00;00;80;00;40;00;80
51461);24654.456;0;0164;8;00;08;01;00;00;00;02;0B
51462);24654.688;0;0316;8;05;24;B8;09;24;13;00;7F
51463);24654.924;0;0329;8;0F;B3;80;8C;12;2C;00;10
51464);24655.159;0;0080;8;00;17;B8;09;24;13;24;EE
51465);24655.399;0;0081;8;80;84;87;00;00;00;00;FE
51466);24655.641;0;018F;8;00;34;24;00;00;3F;00;10
51467);24655.879;0;0260;8;05;24;00;30;00;8C;61;25
51468);24656.109;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
51469);24656.349;0;04F0;8;00;00;AE;00;00;0A;21;0F
51470);24656.584;0;0545;8;D8;12;00;8A;91;00;94;00
51471);24656.874;0;02B0;5;2B;00;00;07;F1;-1;-1;-1
51472);24657.114;0;0165;8;C1;97;80;00;00;00;01;D7
51473);24658.586;0;043F;8;07;47;60;FF;7D;00;00;00
51474);24658.832;0;0370;8;FF;20;E0;80;FF;00;00;C0
51475);24659.076;0;0440;8;FF;4E;00;00;FF;00;00;00
51476);24659.318;0;0153;8;00;80;10;FF;00;FF;C0;4E
51477);24659.549;0;0220;8;F3;13;F5;13;A9;01;06;10
51478);24664.164;0;04B1;8;27;64;62;9E;00;00;00;8B
51479);24664.412;0;0164;8;00;08;01;00;00;00;03;0A
51480);24664.703;0;0316;8;05;24;B8;09;24;13;00;7F
51481);24664.951;0;0042;8;18;FF;FF;FF;00;00;00;00
51482);24665.201;0;0043;8;00;00;00;00;00;00;00;20
51483);24665.451;0;0044;8;00;00;00;56;FF;00;00;00
51484);24665.687;0;0080;8;00;17;B8;09;24;13;24;DF
51485);24665.927;0;0081;8;80;84;87;00;00;00;00;EF
51486);24666.170;0;018F;8;00;34;24;00;00;3F;00;10
51487);24666.408;0;0260;8;05;24;00;30;00;8C;61;34
51488);24666.640;0;02A0;8;62;00;87;9D;C0;2E;36;0C
51489);24666.876;0;0329;8;0F;B3;80;8C;12;2C;00;10
51490);24667.112;0;0165;8;C2;87;80;00;00;00;02;C7
51491);24667.301;0;02B0;5;2B;00;00;07;C2;-1;-1;-1
51492);24667.539;0;0350;8;05;28;04;54;6A;00;00;17
51493);24667.785;0;0382;8;40;FE;0F;00;00;00;00;08
51494);24668.029;0;04F2;8;80;00;D0;30;00;00;00;D5
51495);24668.263;0;0545;8;D8;12;00;8A;91;00;94;00
51496);24668.565;0;043F;8;07;47;60;FF;7D;00;00;00
51497);24668.806;0;0370;8;FF;20;E0;80;FF;00;00;84
51498);24669.050;0;0440;8;FF;9E;00;00;FF;00;00;00
51499);24669.290;0;0153;8;00;80;10;FF;00;FF;D0;5E
51500);24669.538;0;01F1;8;00;BD;00;00;00;00;00;00
51501);24669.766;0;0220;8;F1;1B;FC;33;AC;31;08;10
51502);24674.200;0;04B0;8;00;40;00;80;00;40;00;80
51503);24674.446;0;0164;8;00;08;01;00;00;00;04;0D
51504);24674.844;0;0316;8;05;24;B8;09;24;13;00;7F
51505);24675.082;0;0260;8;05;24;00;30;00;8C;61;07
51506);24675.324;0;018F;8;00;34;24;00;00;3F;00;10
51507);24675.562;0;0080;8;00;17;B8;09;24;13;24;C0
51508);24675.803;0;0081;8;80;84;87;00;00;00;00;D0
51509);24676.035;0;02A0;8;02;00;87;9D;C0;2E;36;0C
51510);24676.271;0;0329;8;0F;B3;80;8C;12;2C;00;10
51511);24676.511;0;04F0;8;00;00;B0;00;00;0A;21;0F
51512);24676.743;0;0545;8;D8;12;00;8A;90;00;93;00
51513);24676.980;0;0165;8;C3;87;80;00;00;00;03;C7
51514);24677.166;0;02B0;5;2B;00;00;07;D3;-1;-1;-1
51515);24678.640;0;043F;8;07;47;60;FF;7D;00;00;00
51516);24678.880;0;0370;8;FF;20;E0;80;FF;00;00;48
51517);24679.124;0;0440;8;FF;EE;00;00;FF;00;00;00
51518);24679.364;0;0153;8;00;80;10;FF;00;FF;E0;6E
51519);24679.598;0;0220;8;EF;23;FF;33;AC;01;04;10
51520);24682.537;0;02C0;8;3D;00;00;00;00;00;00;00
51521);24684.163;0;04B1;8;27;64;62;9E;00;00;00;8B
51522);24684.407;0;0164;8;00;08;01;00;00;00;05;0C
51523);24684.801;0;0350;8;05;28;14;54;6A;00;00;07
51524);24685.031;0;0316;8;05;25;CE;09;25;13;00;7F
51525);24685.266;0;0260;8;05;25;00;30;00;8C;63;13
51526);24685.500;0;0080;8;00;17;CE;09;25;13;25;21
51527);24685.740;0;0081;8;80;84;87;00;00;00;00;C1
51528);24685.980;0;018F;8;00;34;25;00;00;3F;00;10
51529);24686.210;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
51530);24686.444;0;0329;8;40;B3;80;8C;12;2C;00;10
51531);24686.691;0;0382;8;40;FE;0F;00;00;00;00;0C
51532);24686.927;0;0165;8;C2;97;80;00;00;00;04;D1
51533);24687.119;0;02B0;5;2E;00;00;07;F4;-1;-1;-1
51534);24687.361;0;04F2;8;80;00;E0;30;00;00;00;D6
51535);24687.591;0;0545;8;D8;12;00;8B;95;00;96;00
51536);24688.605;0;043F;8;07;47;60;FF;7D;00;00;00
51537);24688.849;0;0370;8;FF;20;E0;80;FF;00;00;0C
51538);24689.093;0;0440;8;FF;3E;00;00;FF;00;00;00
51539);24689.332;0;0153;8;00;80;10;FF;00;FF;00;8E
51540);24689.580;0;01F1;8;00;BD;00;00;00;00;00;00
51541);24689.812;0;0220;8;ED;2B;FC;03;AC;21;FF;0F
51542);24693.302;0;0510;8;00;00;00;00;00;10;00;00
51543);24694.200;0;04B0;8;00;80;00;80;00;40;00;80
51544);24694.448;0;0164;8;00;08;01;00;00;00;06;0F
51545);24695.036;0;0316;8;05;25;CE;09;25;13;00;7F
51546);24695.277;0;018F;8;00;34;25;00;00;3F;00;10
51547);24695.511;0;0080;8;00;17;CE;09;25;13;25;12
51548);24695.751;0;0081;8;80;84;87;00;00;00;00;B2
51549);24695.987;0;0260;8;05;25;00;30;00;8C;63;22
51550);24696.217;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
51551);24696.451;0;0329;8;40;B3;80;8C;12;2C;00;10
51552);24696.694;0;04F0;8;00;00;B2;00;00;0A;21;0F
51553);24696.884;0;02B0;5;2E;00;00;07;E5;-1;-1;-1
51554);24697.124;0;0165;8;C0;A7;80;00;00;00;05;E2
51555);24697.354;0;0545;8;D8;12;00;8A;96;00;97;00
51556);24697.602;0;0587;8;00;00;00;00;00;00;00;07
51557);24698.610;0;043F;8;07;47;60;FF;7D;00;00;00
51558);24698.856;0;0370;8;FF;20;E0;80;FF;00;00;C0
51559);24699.101;0;0440;8;FF;4E;00;00;FF;00;00;00
51560);24699.339;0;0153;8;00;80;10;FF;00;FF;10;9E
51561);24699.575;0;0220;8;EE;33;FA;03;AC;21;FF;0F
51562);24704.163;0;04B1;8;27;64;62;9E;00;00;00;8B
51563);24704.407;0;0164;8;00;08;01;00;00;00;07;0E
51564);24704.715;0;0316;8;05;25;DE;09;25;13;00;7F
51565);24704.951;0;0260;8;05;25;00;30;00;8C;63;31
51566);24705.183;0;02A0;8;62;00;87;9D;C0;2E;36;0C
51567);24705.419;0;0080;8;00;17;DE;09;25;13;25;F3
51568);24705.662;0;0081;8;80;84;87;00;00;00;00;A3
51569);24705.902;0;018F;8;00;34;25;00;00;3F;00;10
51570);24706.136;0;0329;8;40;B3;80;8C;12;2C;00;10
51571);24706.372;0;0350;8;05;28;24;54;6A;00;00;37
51572);24706.620;0;0382;8;40;FE;0F;00;00;00;00;00
51573);24706.861;0;04F2;8;80;00;E0;30;00;00;00;D7
51574);24707.099;0;0165;8;BF;A7;80;00;00;00;06;9E
51575);24707.285;0;02B0;5;2D;00;00;07;E6;-1;-1;-1
51576);24707.515;0;0545;8;D8;12;00;8B;96;00;97;00
51577);24708.581;0;043F;8;07;47;60;FF;7D;00;00;00
51578);24708.821;0;0370;8;FF;20;E0;80;FF;00;00;84
51579);24709.065;0;0440;8;FF;9E;00;00;FF;00;00;00
51580);24709.305;0;0153;8;00;80;10;FF;00;FF;20;AE
51581);24709.553;0;01F1;8;00;BD;00;00;00;00;00;00
51582);24709.788;0;0220;8;EE;3B;00;34;AC;01;FF;0F
51583);24710.034;0;059B;8;00;07;00;00;00;00;00;18
51584);24714.198;0;04B0;8;00;C0;00;80;00;40;00;80
51585);24714.446;0;0164;8;00;08;01;00;00;00;08;01
51586);24714.869;0;0316;8;05;25;DE;09;25;13;00;7F
51587);24715.105;0;0260;8;05;25;00;30;00;8C;63;04
51588);24715.345;0;018F;8;00;34;25;00;00;3F;00;10
51589);24715.581;0;0080;8;00;17;DE;09;25;13;25;E4
51590);24715.819;0;0081;8;80;84;87;00;00;00;00;94
51591);24716.052;0;02A0;8;02;00;87;9D;C0;2E;36;0C
51592);24716.286;0;0329;8;40;B3;80;8C;12;2C;00;10
51593);24716.526;0;04F0;8;00;00;B4;00;00;0A;21;0F
51594);24716.760;0;0545;8;D8;12;00;8C;95;00;96;00
51595);24717.002;0;0165;8;C0;87;80;00;00;00;07;C0
51596);24717.188;0;02B0;5;2B;00;00;07;97;-1;-1;-1
51597);24717.433;0;04F1;8;C0;18;00;00;00;00;00;00
51598);24717.587;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
51599);24717.833;0;0690;8;03;00;00;20;A0;00;3D;00
51600);24718.589;0;043F;8;07;47;60;FF;7D;00;00;00
51601);24718.829;0;0370;8;FF;20;E0;80;FF;00;00;48
51602);24719.073;0;0440;8;FF;EE;00;00;FF;00;00;00
51603);24719.313;0;0153;8;00;80;10;FF;00;FF;30;BE
51604);24719.544;0;0220;8;ED;03;09;1C;AC;11;FF;0F
51605);24724.163;0;04B1;8;27;64;62;9E;00;00;00;8B
51606);24724.409;0;0164;8;00;08;01;00;00;00;09;00
51607);24724.732;0;0350;8;05;28;34;54;6A;00;00;27
51608);24724.972;0;04F2;8;80;00;E0;30;00;00;00;D8
51609);24725.478;0;0316;8;05;24;DE;09;25;13;00;7F
51610);24725.718;0;018F;8;00;34;25;00;00;3F;00;10
51611);24725.954;0;0080;8;00;17;DE;09;24;13;25;E5
51612);24726.194;0;0081;8;80;84;87;00;00;00;00;85
51613);24726.429;0;0260;8;05;25;00;30;00;8C;61;15
51614);24726.659;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
51615);24726.893;0;0329;8;40;B3;80;8C;12;2C;00;10
51616);24727.135;0;0165;8;C0;97;80;00;00;00;08;DF
51617);24727.321;0;02B0;5;2C;00;00;07;18;-1;-1;-1
51618);24727.568;0;0382;8;40;FE;0F;00;00;00;00;04
51619);24727.798;0;0545;8;D8;12;00;8C;91;00;96;00
51620);24728.568;0;043F;8;07;47;60;FF;7D;00;00;00
51621);24728.812;0;0370;8;FF;20;E0;80;FF;00;00;0C
51622);24729.056;0;0440;8;FF;3E;00;00;FF;00;00;00
51623);24729.294;0;0153;8;00;80;10;FF;00;FF;40;CE
51624);24729.542;0;01F1;8;00;BD;00;00;00;00;00;00
51625);24729.772;0;0220;8;ED;0B;07;0C;A9;11;FF;0F
51626);24733.280;0;0110;8;D0;3C;40;09;00;00;00;00
51627);24734.200;0;04B0;8;00;00;00;C0;00;40;00;80
51628);24734.449;0;0164;8;00;08;01;00;00;00;0A;03
51629);24734.681;0;0316;8;05;24;C8;09;24;13;00;7F
51630);24734.915;0;0329;8;40;B3;80;8C;12;2C;00;10
51631);24735.153;0;0080;8;00;17;C8;09;24;13;24;56
51632);24735.391;0;0081;8;80;84;87;00;00;00;00;76
51633);24735.633;0;018F;8;00;34;24;00;00;3F;00;10
51634);24735.872;0;0260;8;05;24;00;30;00;8C;61;25
51635);24736.102;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
51636);24736.340;0;04F0;8;00;00;B6;00;00;0A;21;0F
51637);24736.572;0;0545;8;D8;12;00;8B;92;00;94;00
51638);24736.836;0;02B0;5;2B;00;00;07;79;-1;-1;-1
51639);24737.077;0;0165;8;C0;97;80;00;00;00;09;DE
51640);24738.613;0;043F;8;07;47;60;FF;7D;00;00;00
51641);24738.859;0;0370;8;FF;20;E0;80;FF;00;00;C0
51642);24739.099;0;00A0;8;56;7F;C8;09;00;22;00;02
51643);24739.337;0;00A1;8;80;8C;80;80;2D;00;00;00
51644);24739.577;0;0153;8;00;80;10;FF;00;FF;50;DE
51645);24739.811;0;0220;8;EE;13;FC;0B;A9;21;FF;0F
51646);24740.055;0;0440;8;FF;4E;00;00;FF;00;00;00
51647);24744.161;0;04B1;8;27;64;62;9E;00;00;00;8B
51648);24744.407;0;0164;8;00;08;01;00;00;00;0B;02
51649);24744.665;0;0316;8;05;24;BE;09;24;13;00;7F
51650);24744.908;0;018F;8;00;34;24;00;00;3F;00;10
51651);24745.146;0;0260;8;05;24;00;30;00;8C;61;34
51652);24745.384;0;0080;8;00;17;BE;09;24;13;24;F7
51653);24745.624;0;0081;8;80;84;87;00;00;00;00;67
51654);24745.856;0;02A0;8;62;00;87;9D;C0;2E;36;0C
51655);24746.088;0;0329;8;84;B3;80;8C;12;2C;00;10
51656);24746.323;0;0350;8;05;28;44;54;6A;00;00;57
51657);24746.569;0;0382;8;40;FE;0F;00;00;00;00;08
51658);24746.809;0;04F2;8;80;00;E0;30;00;00;00;D9
51659);24747.047;0;0165;8;C1;97;80;00;00;00;0A;DC
51660);24747.231;0;02B0;5;2D;00;00;07;2A;-1;-1;-1
51661);24747.464;0;0545;8;D8;12;00;8A;92;00;94;00
51662);24748.624;0;043F;8;07;47;60;FF;7D;00;00;00
51663);24748.864;0;0370;8;FF;20;E0;80;FF;00;00;84
51664);24749.108;0;0440;8;FF;9E;00;00;FF;00;00;00
51665);24749.346;0;0153;8;00;80;10;FF;00;FF;60;EE
51666);24749.594;0;01F1;8;00;BD;00;00;00;00;00;00
51667);24749.826;0;0220;8;EF;1B;F4;0B;AC;21;FF;0F
51668);24754.198;0;04B0;8;00;40;00;C0;00;40;00;80
51669);24754.444;0;0164;8;00;08;01;00;00;00;0C;05
51670);24754.838;0;0316;8;05;24;BE;09;24;13;00;7F
51671);24755.076;0;0260;8;05;24;00;30;00;8C;61;07
51672);24755.319;0;018F;8;00;34;24;00;00;3F;00;10
51673);24755.555;0;0080;8;00;17;BE;09;24;13;24;E8
51674);24755.793;0;0081;8;80;84;87;00;00;00;00;58
51675);24756.025;0;02A0;8;02;00;87;9D;C0;2E;36;0C
51676);24756.257;0;0329;8;84;B3;80;8C;12;2C;00;10
51677);24756.497;0;04F0;8;00;00;B8;00;00;0A;21;0F
51678);24756.730;0;0545;8;D8;12;00;8A;91;00;93;00
51679);24756.968;0;0165;8;C2;87;80;00;00;00;0B;CE
51680);24757.152;0;02B0;5;2B;00;00;07;5B;-1;-1;-1
51681);24758.592;0;043F;8;07;47;60;FF;7D;00;00;00
51682);24758.832;0;0370;8;FF;20;E0;80;FF;00;00;48
51683);24759.076;0;0440;8;FF;EE;00;00;FF;00;00;00
51684);24759.317;0;0153;8;00;80;10;FF;00;FF;70;FE
51685);24759.545;0;0220;8;EE;23;F7;3B;AC;21;FF;0F
51686);24764.161;0;04B1;8;27;64;62;9E;00;00;00;8B
51687);24764.409;0;0164;8;00;08;01;00;00;00;0D;04
51688);24764.703;0;0350;8;05;28;54;54;6A;00;00;47
51689);24764.937;0;0316;8;05;24;BE;09;24;13;00;7F
51690);24765.169;0;0329;8;84;B3;80;8C;12;2C;00;10
51691);24765.407;0;0080;8;00;17;BE;09;24;13;24;D9
