No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
441);211.026;0;04F0;8;00;00;FE;00;00;0A;21;0F
442);213.912;0;02B0;5;11;00;00;07;AD;-1;-1;-1
443);214.150;0;0165;8;D3;67;80;00;00;00;0D;39
444);214.553;0;0153;8;00;80;10;FF;00;FF;40;CE
445);214.793;0;00A0;8;45;7F;C2;09;00;1F;00;02
446);215.031;0;00A1;8;7D;8D;80;80;25;00;00;00
447);215.279;0;01F1;8;00;BD;00;00;00;00;00;00
448);215.513;0;0220;8;F1;0B;03;14;0C;00;FF;0F
449);215.753;0;0370;8;FF;20;00;80;FF;00;00;EC
450);215.991;0;043F;8;00;40;60;FF;7B;44;09;00
451);216.237;0;0440;8;FF;F0;00;00;FF;44;09;00
452);216.638;0;0587;8;00;00;00;00;00;00;00;0A
453);218.006;0;0316;8;05;1A;8E;09;1A;13;00;7F
454);218.246;0;018F;8;00;2C;1A;00;00;3F;00;10
455);218.482;0;0080;8;00;17;8E;09;1A;13;1A;0F
456);218.728;0;0081;8;40;84;88;00;00;00;00;1F
457);218.962;0;0260;8;05;1A;00;30;00;8B;61;30
458);219.193;0;02A0;8;62;00;88;9D;C0;2E;36;0C
459);219.423;0;0329;8;84;B8;80;8C;11;29;00;10
460);219.669;0;0382;8;40;FE;0F;00;00;00;00;08
461);219.915;0;04B0;8;00;00;00;00;00;40;00;80
462);220.165;0;0164;8;00;08;01;00;00;00;02;0B
463);220.399;0;0545;8;D8;0F;00;8A;35;00;35;00
464);220.951;0;04F2;8;80;00;20;30;00;00;00;FD
465);223.874;0;0350;8;05;20;E4;54;6F;00;00;FA
466);224.125;0;0042;8;00;FF;FF;FF;00;00;00;00
467);224.377;0;0043;8;00;00;00;00;00;00;00;00
468);224.627;0;0044;8;00;00;00;56;FF;00;00;00
469);224.867;0;0153;8;00;80;10;FF;00;FF;50;DE
470);225.107;0;0165;8;D4;57;80;00;00;00;0E;0D
471);225.344;0;0220;8;F2;13;FC;03;0C;10;FF;0F
472);225.528;0;02B0;5;11;00;00;07;9E;-1;-1;-1
473);225.770;0;0370;8;FF;20;00;80;FF;00;00;A0
474);226.008;0;043F;8;00;40;60;FF;7B;44;09;00
475);226.250;0;0440;8;FF;00;00;00;FF;44;09;00
476);228.270;0;0316;8;05;1A;7C;09;1A;13;00;7F
477);228.508;0;0260;8;05;1A;00;30;00;8B;61;03
478);228.749;0;018F;8;00;2C;1A;00;00;3F;00;10
479);228.985;0;0080;8;00;17;7C;09;1A;13;1A;20
480);229.229;0;0081;8;40;84;88;00;00;00;00;00
481);229.461;0;02A0;8;02;00;88;9D;C0;2E;36;0C
482);229.691;0;0329;8;84;B8;80;8C;11;29;00;10
483);229.925;0;04B1;8;28;64;62;9E;00;00;00;8C
484);230.173;0;0164;8;00;08;01;00;00;00;03;0A
485);230.406;0;0545;8;D8;0F;00;89;36;00;36;00
486);231.010;0;04F0;8;00;00;00;00;00;0A;21;0F
487);233.932;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
488);234.174;0;0165;8;D4;57;80;00;00;00;0F;0C
489);234.358;0;02B0;5;11;00;00;07;8F;-1;-1;-1
490);234.596;0;0153;8;00;80;10;FF;00;FF;60;EE
491);234.844;0;01F1;8;00;BD;00;00;00;00;00;00
492);235.077;0;0220;8;F1;1B;F7;23;0C;20;00;10
493);235.317;0;0370;8;FF;20;00;80;FF;00;00;64
494);235.555;0;043F;8;00;40;60;FF;7B;44;09;00
495);235.799;0;0440;8;FF;50;00;00;FF;48;09;00
496);238.295;0;0316;8;05;1A;7C;09;1A;13;00;7F
497);238.531;0;0260;8;05;1A;00;30;00;8B;61;12
498);238.763;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
499);238.997;0;0080;8;00;17;7C;09;1A;13;1A;11
500);239.239;0;0081;8;40;84;88;00;00;00;00;F1
501);239.480;0;018F;8;00;2C;1A;00;00;3F;00;10
502);239.710;0;0329;8;84;B8;80;8C;11;29;00;10
503);239.956;0;0382;8;40;FE;0F;00;00;00;00;0C
504);240.202;0;04B0;8;00;40;00;00;00;40;00;80
505);240.448;0;0164;8;00;08;01;00;00;00;04;0D
506);240.680;0;0545;8;D8;0F;00;89;36;00;36;00
507);242.366;0;04F2;8;80;00;20;30;00;00;00;FE
508);243.888;0;0350;8;05;20;F4;54;6F;00;00;EA
509);244.126;0;0165;8;D5;47;80;00;00;00;00;12
510);244.312;0;02B0;5;11;00;00;07;70;-1;-1;-1
511);244.559;0;0153;8;00;80;10;FF;00;FF;70;FE
512);244.801;0;0110;8;D0;3C;40;09;00;00;00;00
513);245.031;0;0220;8;EE;23;F8;13;0C;30;06;10
514);245.275;0;0370;8;FF;20;00;80;FF;00;00;28
515);245.517;0;043F;8;00;40;60;FF;7B;40;09;00
516);245.757;0;0440;8;FF;A0;00;00;FF;3C;09;00
517);248.053;0;0316;8;05;1A;7C;09;1A;13;00;7F
518);248.293;0;018F;8;00;2C;1A;00;00;3F;00;10
519);248.529;0;0080;8;00;17;7C;09;1A;13;1A;02
520);248.770;0;0081;8;40;84;88;00;00;00;00;E2
521);249.004;0;0260;8;05;1A;00;30;00;8B;61;21
522);249.236;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
523);249.466;0;0329;8;84;B8;80;8C;11;29;00;10
524);249.700;0;04B1;8;28;64;62;9E;00;00;00;8C
525);249.944;0;0164;8;00;08;01;00;00;00;05;0C
526);250.179;0;0545;8;D8;0F;00;89;35;00;35;00
527);251.009;0;04F0;8;00;00;02;00;00;0A;21;0F
528);253.961;0;02B0;5;12;00;00;07;51;-1;-1;-1
529);254.201;0;0165;8;D5;57;80;00;00;00;01;03
530);254.555;0;0153;8;00;80;10;FF;00;FF;80;0E
531);254.803;0;01F1;8;00;BD;00;00;00;00;00;00
532);255.035;0;0220;8;ED;2B;FD;33;0C;30;09;10
533);255.275;0;0370;8;FF;20;00;80;FF;00;00;EC
534);255.515;0;043F;8;00;40;60;FF;7B;34;09;00
535);255.758;0;0440;8;FF;F0;00;00;FF;2C;09;00
536);259.075;0;0316;8;05;1B;7C;09;1A;13;00;7F
537);259.306;0;02A0;8;62;00;88;9D;C0;2E;36;0C
538);259.536;0;0329;8;84;B8;80;8C;11;29;00;10
539);259.774;0;0260;8;05;1A;00;30;00;8B;63;3E
540);260.010;0;0080;8;00;17;7C;09;1B;13;1A;E3
541);260.252;0;0081;8;40;84;88;00;00;00;00;D3
542);260.492;0;018F;8;00;2C;1A;00;00;3F;00;10
543);260.741;0;0382;8;40;FE;0F;00;00;00;00;00
544);260.987;0;04B0;8;00;80;00;00;00;40;00;80
545);261.235;0;0164;8;00;08;01;00;00;00;06;0F
546);261.479;0;04F2;8;80;00;30;30;00;00;00;FF
547);261.713;0;0545;8;D8;0F;00;8A;3C;00;35;00
548);263.887;0;0350;8;05;20;04;54;6F;00;00;1A
549);264.125;0;0165;8;D4;57;80;00;00;00;02;01
550);264.313;0;02B0;5;11;00;00;07;52;-1;-1;-1
551);264.551;0;0153;8;00;80;10;FF;00;FF;90;1E
552);264.779;0;0220;8;ED;33;FE;33;0C;30;0A;10
553);265.021;0;0370;8;FF;20;00;80;FF;00;00;A0
554);265.261;0;043F;8;00;40;60;FF;7B;30;09;00
555);265.506;0;0440;8;FF;00;00;00;FF;2C;09;00
556);267.651;0;02C0;8;3D;00;00;00;00;00;00;00
557);268.257;0;0316;8;05;1B;8C;09;1B;13;00;7F
558);268.497;0;0260;8;05;1B;00;30;00;8B;63;00
559);268.738;0;018F;8;00;2C;1B;00;00;3F;00;10
560);268.970;0;0080;8;00;17;8C;09;1B;13;1B;B4
561);269.210;0;0081;8;40;84;88;00;00;00;00;C4
562);269.442;0;02A0;8;02;00;88;9D;C0;2E;36;0C
563);269.672;0;0329;8;84;B8;80;8C;11;29;00;10
564);269.906;0;04B1;8;28;64;62;9E;00;00;00;8C
565);270.151;0;0164;8;00;08;01;00;00;00;07;0E
566);270.387;0;0545;8;D8;0F;00;8A;3C;00;3C;00
567);270.963;0;04F0;8;00;00;04;00;00;0A;21;0F
568);273.928;0;02B0;5;11;00;00;07;43;-1;-1;-1
569);274.164;0;0165;8;D3;67;80;00;00;00;03;37
570);274.550;0;0153;8;00;80;10;FF;00;FF;A0;2E
571);274.798;0;01F1;8;00;BD;00;00;00;00;00;00
572);275.031;0;0220;8;F0;3B;FE;03;0C;30;07;10
573);275.271;0;0370;8;FF;20;00;80;FF;00;00;64
574);275.511;0;043F;8;00;40;60;FF;7B;2C;09;00
575);275.753;0;0440;8;FF;50;00;00;FF;2C;09;00
576);278.287;0;0316;8;05;1B;A2;09;1B;13;00;7F
577);278.523;0;0260;8;05;1B;00;30;00;8B;63;1F
578);278.755;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
579);278.989;0;0080;8;00;17;A2;09;1B;13;1B;25
580);279.229;0;0081;8;40;84;88;00;00;00;00;B5
581);279.470;0;018F;8;00;2C;1B;00;00;3F;00;10
582);279.700;0;0329;8;D7;B8;80;8C;11;29;00;10
583);279.946;0;0382;8;40;FE;0F;00;00;00;00;04
584);280.194;0;04B0;8;00;C0;00;00;00;40;00;80
585);280.442;0;0164;8;00;08;01;00;00;00;08;01
586);280.676;0;0545;8;D8;0F;00;8B;3C;00;3C;00
587);280.938;0;04F2;8;80;00;30;30;00;00;00;80
588);283.830;0;0350;8;05;20;14;54;6F;00;00;0A
589);284.070;0;0165;8;D3;67;80;00;00;00;04;30
590);284.256;0;02B0;5;11;00;00;07;34;-1;-1;-1
591);284.560;0;0153;8;00;80;10;FF;00;FF;B0;3E
592);284.796;0;0220;8;F1;03;FF;0B;0C;30;04;10
593);285.040;0;0370;8;FF;20;00;80;FF;00;00;28
594);285.280;0;043F;8;00;40;60;FF;7B;30;09;00
595);285.521;0;0440;8;FF;A0;00;00;FF;38;09;00
596);288.062;0;0316;8;05;1B;A2;09;1B;13;00;7F
597);288.303;0;018F;8;00;2C;1B;00;00;3F;00;10
598);288.537;0;0080;8;00;17;A2;09;1B;13;1B;16
599);288.779;0;0081;8;40;84;88;00;00;00;00;A6
600);289.015;0;0260;8;05;1B;00;30;00;8B;63;2E
601);289.247;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
602);289.478;0;0329;8;D7;B8;80;8C;11;29;00;10
603);289.712;0;04B1;8;28;64;62;9E;00;00;00;8C
604);289.958;0;0164;8;00;08;01;00;00;00;09;00
605);290.192;0;0545;8;D8;0F;00;8C;3C;00;3C;00
606);292.332;0;04F0;8;00;00;06;00;00;0A;21;0F
607);292.596;0;04F1;8;C0;18;00;00;00;00;00;00
608);292.864;0;051A;8;00;03;00;00;00;00;00;00
609);293.188;0;0690;8;03;00;00;20;A0;00;11;00
610);293.973;0;02B0;5;12;00;00;07;15;-1;-1;-1
611);294.211;0;0165;8;D2;77;80;00;00;00;05;20
612);294.553;0;0153;8;00;80;10;FF;00;FF;C0;4E
613);294.727;0;0120;4;00;00;00;00;-1;-1;-1;-1
614);294.975;0;01F1;8;00;BD;00;00;00;00;00;00
615);295.216;0;0220;8;F0;0B;05;0C;0C;10;01;10
616);295.456;0;0370;8;FF;20;00;80;FF;00;00;EC
617);295.696;0;043F;8;00;40;60;FF;7B;30;09;00
618);295.938;0;0440;8;FF;F0;00;00;FF;30;09;00
619);296.186;0;0517;8;00;00;00;00;00;00;00;00
620);296.432;0;059B;8;00;00;00;00;00;00;00;4C
621);298.218;0;0316;8;05;1B;A2;09;1B;13;00;7F
622);298.454;0;0260;8;05;1B;00;30;00;8B;63;3D
623);298.685;0;02A0;8;62;00;88;9D;C0;2E;36;0C
624);298.919;0;0080;8;00;17;A2;09;1B;13;1B;07
625);299.161;0;0081;8;40;84;88;00;00;00;00;97
626);299.401;0;018F;8;00;2C;1B;00;00;3F;00;10
627);299.631;0;0329;8;D7;B8;80;8C;11;29;00;10
628);299.877;0;0382;8;40;FE;0F;00;00;00;00;08
629);300.126;0;04B0;8;00;00;00;40;00;40;00;80
630);300.374;0;0164;8;00;08;01;00;00;00;0A;03
631);300.608;0;0545;8;D8;0F;00;8C;3C;00;3C;00
632);301.102;0;04F2;8;80;00;30;30;00;00;00;81
633);303.813;0;0350;8;05;20;24;54;6F;00;00;3A
634);304.051;0;0165;8;D3;57;80;00;00;00;06;02
635);304.239;0;02B0;5;12;00;00;07;26;-1;-1;-1
636);304.550;0;0153;8;00;80;10;FF;00;FF;D0;5E
637);304.784;0;0220;8;EF;13;08;0C;0C;00;FF;0F
638);305.036;0;0510;8;00;00;00;00;00;00;00;00
639);305.278;0;0370;8;FF;20;00;80;FF;00;00;A0
640);305.518;0;043F;8;00;40;60;FF;7B;2C;09;00
641);305.758;0;0440;8;FF;00;00;00;FF;28;09;00
642);309.252;0;0316;8;05;1A;9E;09;1A;13;00;7F
643);309.490;0;0260;8;05;1A;00;30;00;8B;61;03
644);309.723;0;02A0;8;02;00;88;9D;C0;2E;36;0C
645);309.955;0;0080;8;00;17;9E;09;1A;13;1A;68
646);310.195;0;0081;8;40;84;88;00;00;00;00;88
647);310.435;0;018F;8;00;2C;1A;00;00;3F;00;10
648);310.665;0;0329;8;D7;B8;80;8C;11;29;00;10
649);310.899;0;04B1;8;28;64;62;9E;00;00;00;8C
650);311.145;0;0164;8;00;08;01;00;00;00;0B;02
651);311.390;0;04F0;8;00;00;08;00;00;0A;21;0F
652);311.626;0;0545;8;D8;0F;00;8C;35;00;34;00
653);313.720;0;00A0;8;45;7F;8C;09;00;1F;00;02
654);313.958;0;00A1;8;7D;8D;80;80;25;00;00;00
655);314.198;0;0165;8;D4;57;80;00;00;00;07;04
656);314.386;0;02B0;5;12;00;00;07;37;-1;-1;-1
657);314.627;0;0153;8;00;80;10;FF;00;FF;E0;6E
658);314.875;0;01F1;8;00;BD;00;00;00;00;00;00
659);315.113;0;0220;8;EF;1B;02;0C;0C;00;FF;0F
660);315.353;0;0370;8;FF;20;00;80;FF;00;00;64
661);315.593;0;043F;8;00;40;60;FF;7B;2C;09;00
662);315.837;0;0440;8;FF;50;00;00;FF;30;09;00
663);316.641;0;0587;8;00;00;00;00;00;00;00;0B
664);318.245;0;0316;8;05;1A;9E;09;1A;13;00;7F
665);318.482;0;0260;8;05;1A;00;30;00;8B;61;12
666);318.714;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
667);318.946;0;0080;8;00;17;9E;09;1A;13;1A;59
668);319.186;0;0081;8;40;84;88;00;00;00;00;79
669);319.426;0;018F;8;00;2C;1A;00;00;3F;00;10
670);319.656;0;0329;8;D7;B8;80;8C;11;29;00;10
671);319.903;0;0382;8;40;FE;0F;00;00;00;00;0C
672);320.149;0;04B0;8;00;40;00;40;00;40;00;80
673);320.395;0;0164;8;00;08;01;00;00;00;0C;05
674);320.631;0;0545;8;D8;0E;00;8A;35;00;34;00
675);321.005;0;04F2;8;80;00;30;30;00;00;00;82
676);323.846;0;0350;8;05;20;34;54;6F;00;00;2A
677);324.034;0;02B0;5;13;00;01;07;C8;-1;-1;-1
678);324.273;0;0165;8;D6;37;80;00;00;00;08;69
679);324.553;0;0153;8;00;80;10;FF;00;FF;00;8E
680);324.783;0;0220;8;F1;23;F9;0B;0C;10;FF;0F
681);325.027;0;0370;8;FF;20;00;80;FF;00;00;28
682);325.267;0;043F;8;00;40;60;FF;7B;30;09;00
683);325.511;0;0440;8;FF;A0;00;00;FF;34;09;00
684);328.053;0;0316;8;05;1A;9E;09;1A;13;00;7F
685);328.293;0;018F;8;00;2C;1A;00;00;3F;00;10
686);328.527;0;0080;8;00;17;9E;09;1A;13;1A;4A
687);328.770;0;0081;8;40;84;88;00;00;00;00;6A
688);329.004;0;0260;8;05;1A;00;30;00;8B;61;21
689);329.236;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
690);329.466;0;0329;8;D7;B8;80;8C;11;29;00;10
691);329.700;0;04B1;8;28;64;62;9E;00;00;00;8C
692);329.948;0;0164;8;00;08;01;00;00;00;0D;04
693);330.180;0;0545;8;D8;0E;00;8A;36;00;35;00
694);330.967;0;04F0;8;00;00;0A;00;00;0A;21;0F
695);333.958;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
696);334.196;0;0165;8;D8;37;80;00;00;00;09;66
697);334.384;0;02B0;5;11;00;00;07;E9;-1;-1;-1
698);334.622;0;0153;8;00;80;10;FF;00;FF;10;9E
699);334.870;0;01F1;8;00;BD;00;00;00;00;00;00
700);335.105;0;0220;8;F1;2B;F6;2B;0C;20;01;10
701);335.345;0;0370;8;FF;20;00;80;FF;00;00;EC
702);335.585;0;043F;8;00;40;60;FF;7B;34;09;00
703);335.829;0;0440;8;FF;F0;00;00;FF;38;09;00
704);338.141;0;0316;8;05;1A;9E;09;1A;13;00;7F
705);338.381;0;018F;8;00;2C;1A;00;00;3F;00;10
706);338.615;0;0260;8;05;1A;00;30;00;8B;61;30
707);338.847;0;0080;8;00;17;9E;09;1A;13;1A;3B
708);339.087;0;0081;8;40;84;88;00;00;00;00;5B
709);339.318;0;02A0;8;62;00;88;9D;C0;2E;36;0C
710);339.552;0;0329;8;0F;B8;80;8C;11;29;00;10
711);339.800;0;0382;8;40;FE;0F;00;00;00;00;00
712);340.046;0;04B0;8;00;80;00;40;00;40;00;80
713);340.292;0;0164;8;00;08;01;00;00;00;0E;07
714);340.524;0;0545;8;D8;0E;00;8A;36;00;35;00
715);342.382;0;04F2;8;80;00;30;30;00;00;00;83
716);343.802;0;0350;8;05;20;44;54;6F;00;00;5A
717);344.038;0;0165;8;DA;27;80;00;00;00;0A;77
718);344.224;0;02B0;5;13;00;01;07;EA;-1;-1;-1
719);344.549;0;0153;8;00;80;10;FF;00;FF;20;AE
720);344.791;0;0110;8;D0;3C;40;09;00;00;00;00
721);345.029;0;0220;8;F0;33;F8;0B;0C;20;04;10
722);345.271;0;0370;8;FF;20;00;80;FF;00;00;A0
723);345.511;0;043F;8;00;40;60;FF;7B;30;09;00
724);345.755;0;0440;8;FF;00;00;00;FF;30;09;00
725);348.247;0;0316;8;05;1A;9E;09;1A;13;00;7F
726);348.485;0;0260;8;05;1A;00;30;00;8B;61;03
727);348.726;0;018F;8;00;2C;1A;00;00;3F;00;10
728);348.958;0;0080;8;00;17;9E;09;1A;13;1A;2C
729);349.200;0;0081;8;40;84;88;00;00;00;00;4C
730);349.432;0;02A0;8;02;00;88;9D;C0;2E;36;0C
731);349.666;0;0329;8;0F;B8;80;8C;11;29;00;10
732);349.900;0;04B1;8;28;64;62;9E;00;00;00;8C
733);350.146;0;0164;8;00;08;01;00;00;00;0F;06
734);350.381;0;0545;8;D8;0E;00;8B;35;00;34;00
735);350.979;0;04F0;8;00;00;0C;00;00;0A;21;0F
736);353.943;0;02B0;5;11;00;00;07;CB;-1;-1;-1
737);354.181;0;0165;8;DB;37;80;00;00;00;0B;67
738);354.549;0;0153;8;00;80;10;FF;00;FF;30;BE
739);354.724;0;0050;4;00;83;00;00;-1;-1;-1;-1
740);354.972;0;01F1;8;00;BD;00;00;00;00;00;00
741);355.202;0;0220;8;EE;3B;FD;3B;0C;30;06;10
742);355.442;0;0370;8;FF;20;00;80;FF;00;00;64
743);355.682;0;043F;8;00;40;60;FF;7B;30;09;00
744);355.926;0;0440;8;FF;50;00;00;FF;30;09;00
745);358.592;0;0316;8;05;19;CA;09;19;13;00;7F
746);358.832;0;018F;8;00;2C;19;00;00;3F;00;10
747);359.066;0;0080;8;00;17;CA;09;19;13;19;4D
748);359.307;0;0081;8;40;84;88;00;00;00;00;3D
749);359.543;0;0260;8;05;19;00;30;00;8B;5B;1A
750);359.775;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
751);360.009;0;0329;8;0F;B8;80;8C;11;29;00;10
752);360.255;0;0382;8;40;FE;0F;00;00;00;00;04
753);360.501;0;04B0;8;00;C0;00;40;00;40;00;80
754);360.750;0;0164;8;00;08;01;00;00;00;00;09
755);360.982;0;0545;8;D8;0E;00;8B;27;00;27;00
756);361.222;0;04F2;8;80;00;40;30;00;00;00;84
757);363.795;0;0350;8;05;20;54;54;6F;00;00;4A
758);364.035;0;0165;8;DB;47;80;00;00;00;0C;10
759);364.223;0;02B0;5;12;00;00;07;8C;-1;-1;-1
760);364.366;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
761);364.614;0;0018;8;20;00;01;60;01;00;20;00
762);364.852;0;0153;8;00;80;10;FF;00;FF;40;CE
763);365.082;0;0220;8;EE;03;FE;33;0C;30;09;10
764);365.326;0;0370;8;FF;20;00;80;FF;00;00;28
765);365.564;0;043F;8;00;40;60;FF;7B;28;09;00
766);365.804;0;0440;8;FF;A0;00;00;FF;20;09;00
767);367.636;0;02C0;8;3D;00;00;00;00;00;00;00
768);368.014;0;0316;8;05;19;CA;09;19;13;00;7F
769);368.255;0;018F;8;00;2C;19;00;00;3F;00;10
770);368.491;0;0080;8;00;17;CA;09;19;13;19;3E
771);368.733;0;0081;8;40;84;88;00;00;00;00;2E
772);368.971;0;0260;8;05;19;00;30;00;8B;5B;29
773);369.203;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
774);369.437;0;0329;8;0F;B8;80;8C;11;29;00;10
775);369.672;0;04B1;8;28;64;62;9E;00;00;00;8C
776);369.920;0;0164;8;00;08;01;00;00;00;01;08
777);370.156;0;0545;8;D8;0E;00;8A;28;00;28;00
778);370.986;0;04F0;8;00;00;0E;00;00;0A;21;0F
779);373.944;0;02B0;5;12;00;00;07;9D;-1;-1;-1
780);374.182;0;0165;8;DA;37;80;00;00;00;0D;60
781);374.547;0;0153;8;00;80;10;FF;00;FF;50;DE
782);374.795;0;01F1;8;00;BD;00;00;00;00;00;00
783);375.029;0;0220;8;EE;0B;FD;33;0C;30;0C;10
784);375.269;0;0370;8;FF;20;00;80;FF;00;00;EC
785);375.509;0;043F;8;00;40;60;FF;7B;20;09;00
786);375.755;0;0440;8;FF;F0;00;00;FF;1C;09;00
787);378.155;0;0316;8;05;19;D8;09;19;13;00;7F
788);378.393;0;0260;8;05;19;00;30;00;8B;5B;38
789);378.623;0;02A0;8;62;00;88;9D;C0;2E;36;0C
790);378.861;0;0080;8;00;17;D8;09;19;13;19;3F
791);379.108;0;0081;8;40;84;88;00;00;00;00;1F
792);379.348;0;018F;8;00;2C;19;00;00;3F;00;10
793);379.582;0;0329;8;0F;B8;80;8C;11;29;00;10
794);379.828;0;0382;8;40;FE;0F;00;00;00;00;08
795);380.076;0;04B0;8;00;00;00;80;00;40;00;80
796);380.326;0;0164;8;00;08;01;00;00;00;02;0B
797);380.560;0;0545;8;D8;0E;00;8B;28;00;28;00
798);380.914;0;04F2;8;80;00;40;30;00;00;00;85
799);383.838;0;0350;8;05;20;64;54;6F;00;00;7A
800);384.076;0;0165;8;D9;47;80;00;00;00;0E;10
801);384.262;0;02B0;5;12;00;00;07;AE;-1;-1;-1
802);384.544;0;0153;8;00;80;10;FF;00;FF;60;EE
803);384.780;0;0220;8;EE;13;00;34;0C;10;0C;10
804);385.022;0;0370;8;FF;20;00;80;FF;00;00;A0
805);385.263;0;043F;8;00;40;60;FF;7B;30;09;00
806);385.505;0;0440;8;FF;00;00;00;FF;44;09;00
807);388.259;0;0316;8;05;19;D8;09;19;13;00;7F
808);388.493;0;0260;8;05;19;00;30;00;8B;5B;0B
809);388.733;0;018F;8;00;2C;19;00;00;3F;00;10
810);388.969;0;0080;8;00;17;D8;09;19;13;19;20
811);389.213;0;0081;8;40;84;88;00;00;00;00;00
812);389.445;0;02A0;8;02;00;88;9D;C0;2E;36;0C
813);389.680;0;0329;8;0F;B8;80;8C;11;29;00;10
814);389.914;0;04B1;8;28;64;62;9E;00;00;00;8C
815);390.162;0;0164;8;00;08;01;00;00;00;03;0A
816);390.394;0;0545;8;D8;0E;00;8C;27;00;27;00
817);392.302;0;04F0;8;00;00;10;00;00;0A;21;0F
818);392.570;0;04F1;8;C0;18;00;00;00;00;00;00
819);392.830;0;0690;8;03;00;00;20;A0;00;15;00
820);393.945;0;02B0;5;14;00;00;07;DF;-1;-1;-1
821);394.187;0;0165;8;D8;47;80;00;00;00;0F;10
822);394.547;0;0153;8;00;80;10;FF;00;FF;70;FE
823);394.795;0;01F1;8;00;BD;00;00;00;00;00;00
824);395.030;0;0220;8;ED;1B;05;14;0C;20;0C;10
825);395.270;0;0370;8;FF;20;00;80;FF;00;00;64
826);395.510;0;043F;8;00;40;60;FF;7B;3C;09;00
827);395.750;0;0440;8;FF;50;00;00;FF;4C;09;00
828);395.998;0;059B;8;00;00;00;00;00;00;00;00
829);398.366;0;0316;8;05;19;D8;09;19;13;00;7F
830);398.602;0;0260;8;05;19;00;30;00;8B;5B;1A
831);398.835;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
832);399.069;0;0080;8;00;17;D8;09;19;13;19;11
833);399.311;0;0081;8;40;84;88;00;00;00;00;F1
834);399.551;0;018F;8;00;2C;19;00;00;3F;00;10
835);399.785;0;0329;8;40;B8;80;8C;11;29;00;10
836);400.032;0;0382;8;40;FE;0F;00;00;00;00;0C
837);400.276;0;04B0;8;00;40;00;80;00;40;00;80
838);400.522;0;0164;8;00;08;01;00;00;00;04;0D
839);400.754;0;0545;8;D8;0E;00;8C;27;00;27;00
840);401.014;0;04F2;8;80;00;40;30;00;00;00;86
841);403.779;0;0350;8;05;20;74;54;6F;00;00;6A
842);403.999;0;02B0;5;11;00;00;07;70;-1;-1;-1
843);404.242;0;0165;8;D8;47;80;00;00;00;00;1F
844);404.554;0;0153;8;00;80;10;FF;00;FF;80;0E
845);404.788;0;0220;8;ED;23;06;14;0C;20;09;10
846);405.032;0;0370;8;FF;20;00;80;FF;00;00;28
847);405.270;0;043F;8;00;40;60;FF;7B;44;09;00
848);405.510;0;0440;8;FF;A0;00;00;FF;4C;09;00
849);405.762;0;0510;8;00;00;00;00;00;00;00;00
850);408.066;0;0316;8;05;18;CA;09;18;13;00;7F
851);408.309;0;018F;8;00;2C;18;00;00;3F;00;10
852);408.547;0;0080;8;00;17;CA;09;18;13;18;12
853);408.787;0;0081;8;40;84;88;00;00;00;00;E2
854);409.021;0;0260;8;05;18;00;30;00;8B;59;2C
855);409.253;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
856);409.487;0;0329;8;40;B8;80;8C;11;29;00;10
857);409.722;0;04B1;8;28;64;62;9E;00;00;00;8C
858);409.966;0;0164;8;00;08;01;00;00;00;05;0C
859);410.200;0;0545;8;D8;0E;00;8B;1F;00;21;00
860);410.986;0;04F0;8;00;00;12;00;00;0A;21;0F
861);412.264;0;00A0;8;45;7F;8C;09;00;1F;00;02
862);412.502;0;00A1;8;7E;8D;80;80;26;00;00;00
863);413.947;0;02B0;5;12;00;00;07;51;-1;-1;-1
864);414.187;0;0165;8;D9;47;80;00;00;00;01;1F
865);414.543;0;0153;8;00;80;10;FF;00;FF;90;1E
866);414.791;0;01F1;8;00;BD;00;00;00;00;00;00
867);415.027;0;0220;8;EF;2B;00;24;0C;10;06;10
868);415.267;0;0370;8;FF;20;00;80;FF;00;00;EC
869);415.505;0;043F;8;00;40;60;FF;7B;48;09;00
870);415.747;0;0440;8;FF;F0;00;00;FF;4C;09;00
871);416.653;0;0587;8;00;00;00;00;00;00;00;0C
872);418.490;0;0316;8;05;18;CA;09;18;13;00;7F
873);418.732;0;018F;8;00;2C;18;00;00;3F;00;10
874);418.972;0;0080;8;00;17;CA;09;18;13;18;03
875);419.214;0;0081;8;40;84;88;00;00;00;00;D3
876);419.448;0;0260;8;05;18;00;30;00;8B;59;3B
877);419.678;0;02A0;8;62;00;88;9D;C0;2E;36;0C
878);419.911;0;0329;8;40;B7;80;8C;11;29;00;10
879);420.159;0;0382;8;40;FE;0F;00;00;00;00;00
880);420.405;0;04B0;8;00;80;00;80;00;40;00;80
